ReceiptTotalDisplay,Reimbursee,FilingDate,ReceiptTotal,ReportTypeId,EndingDateDisplay,EndingBalanceDisplay,ReportCandidateFirstName,ReceiptItemizedTotalDisplay,BeginningBalanceDisplay,ReportTypeDescription,ExpenditureItemizedTotalDisplay,Category,ReceiptUnitemizedTotalDisplay,InkindTotalDisplay,ReportYear,ExpenditureTotalDisplay,ReportingPeriod,SavingsTotalDisplay,IsAmendment,Ui,PaymentsDisplay,LiabilityTotalDisplay,BeginningDateDisplay,AmendmentReason,FilingDateShortDisplay,ExpenditureUnitemizedTotalDisplay,FullNameReverse,CpfId,FilingId,IsAmended,Id,ReportId,FilingMechanism,FilingDateDisplay
$0.00,,2015-10-19T11:29:40.54,0.0,71,10/15/2015,$100.00,Jefferson R.,$0.00,$100.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,10/1 - 10/15/2015,$0.00,False,,$0.00,$0.00,10/1/2015,,10/19/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,550415,550415,Bank Reporter 3,10/19/2015
$0.00,,2015-10-01T11:43:21.16,0.0,72,9/30/2015,$100.00,Jefferson R.,$0.00,$100.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,9/16 - 9/30/2015,$0.00,False,,$0.00,$0.00,9/16/2015,,10/1/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,548122,548122,Bank Reporter 3,10/1/2015
$0.00,,2015-09-16T09:50:39.63,0.0,71,9/15/2015,$100.00,Jefferson R.,$0.00,$100.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,9/1 - 9/15/2015,$0.00,False,,$0.00,$0.00,9/1/2015,,9/16/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,546223,546223,Bank Reporter 3,9/16/2015
$0.00,,2015-09-01T13:45:54.58,0.0,72,8/31/2015,$100.00,Jefferson R.,$0.00,$100.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,8/16 - 8/31/2015,$0.00,False,,$0.00,$0.00,8/16/2015,,9/1/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,544746,544746,Bank Reporter 3,9/1/2015
$0.00,,2015-08-17T13:40:18.05,0.0,71,8/15/2015,$100.00,Jefferson R.,$0.00,$100.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,8/1 - 8/15/2015,$0.00,False,,$0.00,$0.00,8/1/2015,,8/17/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,543099,543099,Bank Reporter 3,8/17/2015
$0.00,,2015-08-03T12:24:28.93,0.0,72,7/31/2015,$100.00,Jefferson R.,$0.00,$100.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,7/16 - 7/31/2015,$0.00,False,,$0.00,$0.00,7/16/2015,,8/3/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,541478,541478,Bank Reporter 3,8/3/2015
$0.00,,2015-07-20T16:59:03.65,0.0,71,7/15/2015,$0.00,Jefferson R.,$0.00,$0.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,7/1 - 7/15/2015,$0.00,False,,$0.00,$0.00,7/1/2015,,7/20/2015,$0.00,"Smith, Jefferson R.",15628,60002,False,540411,540411,Bank Reporter 3,7/20/2015
$0.00,,2015-07-17T08:39:21.493,0.0,71,7/15/2015,$100.00,Jefferson R.,$0.00,$100.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,7/1 - 7/15/2015,$0.00,False,,$0.00,$0.00,7/1/2015,,7/17/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,539467,539467,Bank Reporter 3,7/17/2015
$0.00,,2015-07-03T09:11:13.2,0.0,72,6/30/2015,$100.00,Jefferson R.,$0.00,$100.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,6/16 - 6/30/2015,$0.00,False,,$0.00,$0.00,6/16/2015,,7/3/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,537935,537935,Bank Reporter 3,7/3/2015
$0.00,,2015-06-19T11:56:11.073,0.0,71,6/15/2015,$0.00,Jefferson R.,$0.00,$0.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,6/1 - 6/15/2015,$0.00,False,,$0.00,$0.00,6/1/2015,,6/19/2015,$0.00,"Smith, Jefferson R.",15628,60002,False,536913,536913,Bank Reporter 3,6/19/2015
$0.00,,2015-06-17T13:14:46.55,0.0,71,6/15/2015,$100.00,Jefferson R.,$0.00,$100.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,6/1 - 6/15/2015,$0.00,False,,$0.00,$0.00,6/1/2015,,6/17/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,536296,536296,Bank Reporter 3,6/17/2015
$0.00,,2015-06-04T10:12:03.217,0.0,72,4/30/2015,$0.00,Jefferson R.,$0.00,$0.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,4/16 - 4/30/2015,$0.00,False,,$0.00,$0.00,4/16/2015,,6/4/2015,$0.00,"Smith, Jefferson R.",15628,60002,False,535156,535156,Bank Reporter 3,6/4/2015
$0.00,,2015-06-04T09:47:58.053,0.0,72,5/31/2015,$0.00,Jefferson R.,$0.00,$0.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,5/16 - 5/30/2015,$0.00,False,,$0.00,$0.00,5/16/2015,,6/4/2015,$0.00,"Smith, Jefferson R.",15628,60002,False,535153,535153,Bank Reporter 3,6/4/2015
$0.00,,2015-06-02T12:05:17.107,0.0,72,5/31/2015,$100.00,Jefferson R.,$0.00,$100.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,5/16 - 5/30/2015,$0.00,False,,$0.00,$0.00,5/16/2015,,6/2/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,534780,534780,Bank Reporter 3,6/2/2015
$0.00,,2015-05-20T16:52:45.46,0.0,71,5/15/2015,$0.00,Jefferson R.,$0.00,$0.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,5/1 - 5/15/2015,$0.00,False,,$0.00,$0.00,5/1/2015,,5/20/2015,$0.00,"Smith, Jefferson R.",15628,60002,False,534042,534042,Bank Reporter 3,5/20/2015
$0.00,,2015-05-18T12:08:50.91,0.0,71,5/15/2015,$100.00,Jefferson R.,$0.00,$100.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,5/1 - 5/15/2015,$0.00,False,,$0.00,$0.00,5/1/2015,,5/18/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,533316,533316,Bank Reporter 3,5/18/2015
$0.00,,2015-05-01T13:40:48.547,0.0,72,4/30/2015,$100.00,Jefferson R.,$0.00,$100.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,4/16 - 4/30/2015,$0.00,False,,$0.00,$0.00,4/16/2015,,5/1/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,309043,309043,Bank Reporter 3,5/1/2015
$0.00,,2015-04-21T10:19:42.3,0.0,71,4/15/2015,$100.00,Jefferson R.,$0.00,$100.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,4/1 - 4/15/2015,$0.00,False,,$0.00,$0.00,4/1/2015,,4/21/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,308446,308446,Bank Reporter 3,4/21/2015
$0.00,,2015-04-01T13:59:58.837,0.0,72,3/31/2015,$100.00,Jefferson R.,$0.00,$100.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,3/16 - 3/31/2015,$0.00,False,,$0.00,$0.00,3/16/2015,,4/1/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,304699,304699,Bank Reporter 3,4/1/2015
$0.00,,2015-03-17T09:18:57.22,0.0,71,3/15/2015,$100.00,Jefferson R.,$0.00,$100.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,3/1 - 3/15/2015,$0.00,False,,$0.00,$0.00,3/1/2015,,3/17/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,304091,304091,Bank Reporter 3,3/17/2015
$209.91,,2015-03-02T13:29:15.713,209.91,72,2/28/2015,$100.00,Jefferson R.,$209.91,($109.91),Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,2/16 - 2/28-29/2015,$0.00,False,,$0.00,$0.00,2/16/2015,,3/2/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,303026,303026,Bank Reporter 3,3/2/2015
$0.00,,2015-02-17T13:26:17.113,0.0,71,2/15/2015,($109.91),Jefferson R.,$0.00,$100.00,Bank Report,$209.91,D,$0.00,$0.00,2015,$209.91,2/1 - 2/15/2015,$0.00,False,,$0.00,$0.00,2/1/2015,,2/17/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,301910,301910,Bank Reporter 3,2/17/2015
$100.00,,2015-02-04T10:32:13.573,100.0,71,1/15/2015,$100.00,Jefferson R.,$100.00,$0.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,1/1 - 1/15/2015,$0.00,False,,$0.00,$0.00,1/1/2015,,2/4/2015,$0.00,"Smith, Jefferson R.",15628,60013,False,300670,300670,Bank Reporter 3,2/4/2015
$0.00,,2015-02-04T09:52:59.1,0.0,72,1/31/2015,$0.00,Jefferson R.,$0.00,$0.00,Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,1/16 - 1/31/2015,$0.00,False,,$0.00,$0.00,1/16/2015,,2/4/2015,$0.00,"Smith, Jefferson R.",15628,60002,False,300665,300665,Bank Reporter 3,2/4/2015
$21.44,,2015-01-29T14:32:35.543,21.44,71,1/15/2015,$0.00,Jefferson R.,$21.44,$3.56,Bank Report,$25.00,D,$0.00,$0.00,2015,$25.00,1/1 - 1/15 2015,$0.00,False,,$0.00,$0.00,1/1/2015,,1/29/2015,$0.00,"Smith, Jefferson R.",15628,60002,False,300403,300403,Bank Reporter 3,1/29/2015
$0.00,,2015-01-05T10:12:11,0.0,72,12/31/2014,$3.56,Jefferson R.,$0.00,$28.56,Bank Report (Days 16-End),$25.00,D,$0.00,$0.00,2014,$25.00,12/16/14 - 12/31/14,$0.00,False,,$0.00,$0.00,12/16/2014,,1/5/2015,$0.00,"Smith, Jefferson R.",15628,60002,False,213129,213129,Web Reporter 2.0,1/5/2015
$0.00,,2014-12-17T13:08:45.833,0.0,71,12/15/2014,$28.56,Jefferson R.,$0.00,$53.56,Bank Report (Days 1-15),$25.00,D,$0.00,$0.00,2014,$25.00,12/1/14 - 12/15/14,$0.00,False,,$0.00,$0.00,12/1/2014,,12/17/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,212215,212215,Web Reporter 2.0,12/17/2014
$0.00,,2014-12-01T15:29:03.527,0.0,72,11/30/2014,$53.56,Jefferson R.,$0.00,$78.56,Bank Report (Days 16-End),$25.00,D,$0.00,$0.00,2014,$25.00,11/16/14 - 11/30/14,$0.00,False,,$0.00,$0.00,11/16/2014,,12/1/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,211430,211430,Web Reporter 2.0,12/1/2014
$0.00,,2014-11-17T15:50:22.67,0.0,71,11/15/2014,$78.56,Jefferson R.,$0.00,$103.56,Bank Report (Days 1-15),$25.00,D,$0.00,$0.00,2014,$25.00,11/1/14 - 11/15/14,$0.00,False,,$0.00,$0.00,11/1/2014,,11/17/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,210868,210868,Web Reporter 2.0,11/17/2014
$0.00,,2014-11-03T15:46:22.213,0.0,72,10/31/2014,$103.56,Jefferson R.,$0.00,$128.56,Bank Report (Days 16-End),$25.00,D,$0.00,$0.00,2014,$25.00,10/16/14 - 10/31/14,$0.00,False,,$0.00,$0.00,10/16/2014,,11/3/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,210159,210159,Web Reporter 2.0,11/3/2014
$0.00,,2014-10-16T10:40:36.13,0.0,71,10/15/2014,$128.56,Jefferson R.,$0.00,$153.56,Bank Report (Days 1-15),$25.00,D,$0.00,$0.00,2014,$25.00,10/1/14 - 10/15/14,$0.00,False,,$0.00,$0.00,10/1/2014,,10/16/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,207126,207126,Web Reporter 2.0,10/16/2014
$0.00,,2014-10-02T11:12:25.423,0.0,72,9/30/2014,$153.56,Jefferson R.,$0.00,$178.56,Bank Report (Days 16-End),$25.00,D,$0.00,$0.00,2014,$25.00,9/16/14 - 9/30/14,$0.00,False,,$0.00,$0.00,9/16/2014,,10/2/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,206369,206369,Web Reporter 2.0,10/2/2014
$0.00,,2014-09-16T15:31:24.167,0.0,71,9/15/2014,$178.56,Jefferson R.,$0.00,$203.56,Bank Report (Days 1-15),$25.00,D,$0.00,$0.00,2014,$25.00,9/1/14 - 9/15/14,$0.00,False,,$0.00,$0.00,9/1/2014,,9/16/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,205277,205277,Web Reporter 2.0,9/16/2014
$0.00,,2014-09-02T12:59:52.447,0.0,72,8/31/2014,$203.56,Jefferson R.,$0.00,$228.56,Bank Report (Days 16-End),$25.00,D,$0.00,$0.00,2014,$25.00,8/16/14 - 8/31/14,$0.00,False,,$0.00,$0.00,8/16/2014,,9/2/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,203646,203646,Web Reporter 2.0,9/2/2014
"$4,300.00",,2014-08-19T09:35:18.927,4300.0,71,8/15/2014,$228.56,Jefferson R.,"$4,300.00",($42.66),Bank Report (Days 1-15),"$4,028.78",D,$0.00,$0.00,2014,"$4,028.78",8/1/14 - 8/15/14,$0.00,False,,$0.00,$0.00,8/1/2014,,8/19/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,202030,202030,Web Reporter 2.0,8/19/2014
$760.00,,2014-08-01T14:10:54.897,760.0,72,7/31/2014,($42.66),Jefferson R.,$760.00,$21.34,Bank Report (Days 16-End),$824.00,D,$0.00,$0.00,2014,$824.00,7/16/14 - 7/31/14,$0.00,False,,$0.00,$0.00,7/16/2014,,8/1/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,200844,200844,Web Reporter 2.0,8/1/2014
$0.00,,2014-07-16T16:45:54.74,0.0,71,7/15/2014,$21.34,Jefferson R.,$0.00,$46.34,Bank Report (Days 1-15),$25.00,D,$0.00,$0.00,2014,$25.00,7/1/14 - 7/15/14,$0.00,False,,$0.00,$0.00,7/1/2014,,7/16/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,199997,199997,Web Reporter 2.0,7/16/2014
$810.00,,2014-07-04T14:43:39.363,810.0,72,6/30/2014,$46.34,Jefferson R.,$810.00,$21.34,Bank Report (Days 16-End),$785.00,D,$0.00,$0.00,2014,$785.00,6/16/14 - 6/30/14,$0.00,False,,$0.00,$0.00,6/16/2014,,7/4/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,199341,199341,Web Reporter 2.0,7/4/2014
$0.00,,2014-06-16T12:58:00.327,0.0,71,6/15/2014,$21.34,Jefferson R.,$0.00,$46.34,Bank Report (Days 1-15),$25.00,D,$0.00,$0.00,2014,$25.00,6/1/14 - 6/15/14,$0.00,False,,$0.00,$0.00,6/1/2014,,6/16/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,197869,197869,Web Reporter 2.0,6/16/2014
$810.00,,2014-06-02T15:10:55.84,810.0,72,5/31/2014,$46.34,Jefferson R.,$810.00,$21.34,Bank Report (Days 16-End),$785.00,D,$0.00,$0.00,2014,$785.00,5/16/14 - 5/31/14,$0.00,False,,$0.00,$0.00,5/16/2014,,6/2/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,196920,196920,Web Reporter 2.0,6/2/2014
$50.00,,2014-05-19T09:52:50.45,50.0,71,5/15/2014,$21.34,Jefferson R.,$50.00,($3.66),Bank Report (Days 1-15),$25.00,D,$0.00,$0.00,2014,$25.00,5/1/14 - 5/15/14,$0.00,False,,$0.00,$0.00,5/1/2014,,5/19/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,196210,196210,Web Reporter 2.0,5/19/2014
$300.00,,2014-05-01T15:23:46.337,300.0,72,4/30/2014,($3.66),Jefferson R.,$300.00,$481.34,Bank Report (Days 16-End),$785.00,D,$0.00,$0.00,2014,$785.00,4/16/14 - 4/30/14,$0.00,False,,$0.00,$0.00,4/16/2014,,5/1/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,195113,195113,Web Reporter 2.0,5/1/2014
$0.00,,2014-04-16T11:35:01.55,0.0,71,4/15/2014,$481.34,Jefferson R.,$0.00,$506.34,Bank Report (Days 1-15),$25.00,D,$0.00,$0.00,2014,$25.00,4/1/14 - 4/15/14,$0.00,False,,$0.00,$0.00,4/1/2014,,4/16/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,194253,194253,Web Reporter 2.0,4/16/2014
"$1,000.00",,2014-04-02T14:34:09.653,1000.0,72,3/31/2014,$506.34,Jefferson R.,"$1,000.00",$291.34,Bank Report (Days 16-End),$785.00,D,$0.00,$0.00,2014,$785.00,3/16/14 - 3/31/14,$0.00,False,,$0.00,$0.00,3/16/2014,,4/2/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,193328,193328,Web Reporter 2.0,4/2/2014
$0.00,,2014-03-17T13:24:46.563,0.0,71,3/15/2014,$291.34,Jefferson R.,$0.00,$316.34,Bank Report (Days 1-15),$25.00,D,$0.00,$0.00,2014,$25.00,3/1/14 - 3/15/14,$0.00,False,,$0.00,$0.00,3/1/2014,,3/17/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,192361,192361,Web Reporter 2.0,3/17/2014
$0.00,,2014-03-04T10:27:08.003,0.0,72,2/28/2014,$316.34,Jefferson R.,$0.00,"$1,605.87",Bank Report (Days 16-End),"$1,289.53",D,$0.00,$0.00,2014,"$1,289.53",2/16/14 - 2/28/14,$0.00,False,,$0.00,$0.00,2/16/2014,,3/4/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,191485,191485,Web Reporter 2.0,3/4/2014
$0.00,,2014-02-19T10:10:14.91,0.0,71,2/15/2014,"$1,605.87",Jefferson R.,$0.00,"$1,823.98",Bank Report (Days 1-15),$218.11,D,$0.00,$0.00,2014,$218.11,2/1/14 - 2/15/14,$0.00,False,,$0.00,$0.00,2/1/2014,,2/19/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,190693,190693,Web Reporter 2.0,2/19/2014
$0.00,,2014-02-03T15:38:03.447,0.0,72,1/31/2014,"$1,823.98",Jefferson R.,$0.00,"$3,113.51",Bank Report (Days 16-End),"$1,289.53",D,$0.00,$0.00,2014,"$1,289.53",1/16/14 - 1/31/14,$0.00,False,,$0.00,$0.00,1/16/2014,,2/3/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,189822,189822,Web Reporter 2.0,2/3/2014
$0.00,,2014-01-21T11:21:50.04,0.0,71,1/15/2014,"$3,113.51",Jefferson R.,$0.00,"$3,191.00",Bank Report (Days 1-15),$77.49,D,$0.00,$0.00,2014,$77.49,1/1/14 - 1/15/14,$0.00,True,,$0.00,$0.00,1/1/2014,The monthly maintenance fee was not entered into the system in error.  This has since been fixed. ,1/21/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,188684,188684,Web Reporter 2.0,1/21/2014
$0.00,,2014-01-02T15:37:45.593,0.0,72,12/31/2013,"$3,191.00",Jefferson R.,$0.00,"$5,603.19",Bank Report (Days 16-End),"$2,412.19",D,$0.00,$0.00,2013,"$2,412.19",12/16/13 - 12/31/13,$0.00,False,,$0.00,$0.00,12/16/2013,,1/2/2014,$0.00,"Smith, Jefferson R.",15628,60002,False,186333,186333,Web Reporter 2.0,1/2/2014
$600.00,,2013-12-17T14:34:38.337,600.0,71,12/15/2013,"$5,603.19",Jefferson R.,$600.00,"$5,150.53",Bank Report (Days 1-15),$147.34,D,$0.00,$0.00,2013,$147.34,12/1/13 - 12/15/13,$0.00,False,,$0.00,$0.00,12/1/2013,,12/17/2013,$0.00,"Smith, Jefferson R.",15628,60002,False,185536,185536,Web Reporter 2.0,12/17/2013
$588.14,,2013-12-03T11:04:24.63,588.14,72,11/30/2013,"$5,150.53",Jefferson R.,$588.14,"$5,897.39",Bank Report (Days 16-End),"$1,335.00",D,$0.00,$0.00,2013,"$1,335.00",11/16/13 - 11/30/13,$0.00,False,,$0.00,$0.00,11/16/2013,,12/3/2013,$0.00,"Smith, Jefferson R.",15628,60002,False,184636,184636,Web Reporter 2.0,12/3/2013
"$1,136.46",,2013-11-20T10:09:45.247,1136.46,71,11/15/2013,"$5,897.39",Jefferson R.,"$1,136.46","$16,044.15",Bank Report (Days 1-15),"$11,283.22",D,$0.00,$0.00,2013,"$11,283.22",11/1/13 - 11/15/13,$0.00,False,,$0.00,$0.00,11/1/2013,,11/20/2013,$0.00,"Smith, Jefferson R.",15628,60002,False,184059,184059,Web Reporter 2.0,11/20/2013
"$15,136.01",,2013-11-06T09:41:51.37,15136.01,72,10/31/2013,"$16,044.15",Jefferson R.,"$15,136.01","$8,022.86",Bank Report (Days 16-End),"$7,114.72",D,$0.00,$0.00,2013,"$7,114.72",10/16/13 - 10/31/13,$0.00,False,,$0.00,$0.00,10/16/2013,,11/6/2013,$0.00,"Smith, Jefferson R.",15628,60002,False,183193,183193,Web Reporter 2.0,11/6/2013
"$2,836.34",,2013-10-17T12:01:43.163,2836.34,71,10/15/2013,"$8,022.86",Jefferson R.,"$2,836.34","$9,279.26",Bank Report (Days 1-15),"$4,092.74",D,$0.00,$0.00,2013,"$4,092.74",10/1/13 - 10/15/13,$0.00,False,,$0.00,$0.00,10/1/2013,,10/17/2013,$0.00,"Smith, Jefferson R.",15628,60002,False,181555,181555,Web Reporter 2.0,10/17/2013
$414.13,,2013-10-03T11:17:37.807,414.13,72,9/30/2013,"$9,279.26",Jefferson R.,$414.13,"$9,660.17",Bank Report (Days 16-End),$795.04,D,$0.00,$0.00,2013,$795.04,9/16/13 - 9/30/13,$0.00,False,,$0.00,$0.00,9/16/2013,,10/3/2013,$0.00,"Smith, Jefferson R.",15628,60002,False,180544,180544,Web Reporter 2.0,10/3/2013
"$1,827.43",,2013-09-17T15:37:42.603,1827.43,71,9/15/2013,"$9,660.17",Jefferson R.,"$1,827.43","$8,461.04",Bank Report (Days 1-15),$628.30,D,$0.00,$0.00,2013,$628.30,9/1/13 - 9/15/13,$0.00,False,,$0.00,$0.00,9/1/2013,,9/17/2013,$0.00,"Smith, Jefferson R.",15628,60002,False,179473,179473,Web Reporter 2.0,9/17/2013
$305.00,,2013-09-04T11:50:44.563,305.0,72,8/31/2013,"$8,461.04",Jefferson R.,$305.00,"$10,177.09",Bank Report (Days 16-End),"$2,021.05",D,$0.00,$0.00,2013,"$2,021.05",8/16/13 - 8/31/13,$0.00,False,,$0.00,$0.00,8/16/2013,,9/4/2013,$0.00,"Smith, Jefferson R.",15628,60002,False,178397,178397,Web Reporter 2.0,9/4/2013
"$4,469.56",,2013-08-19T15:13:53.3,4469.56,71,8/15/2013,"$10,177.09",Jefferson R.,"$4,469.56","$6,525.83",Bank Report (Days 1-15),$818.30,D,$0.00,$0.00,2013,$818.30,8/1/13 - 8/15/13,$0.00,False,,$0.00,$0.00,8/1/2013,,8/19/2013,$0.00,"Smith, Jefferson R.",15628,60002,False,177405,177405,Web Reporter 2.0,8/19/2013
"$2,927.26",,2013-08-02T09:36:25.983,2927.26,72,7/31/2013,"$6,525.83",Jefferson R.,"$2,927.26","$6,775.12",Bank Report (Days 16-End),"$3,176.55",D,$0.00,$0.00,2013,"$3,176.55",7/16/13 - 7/31/13,$0.00,False,,$0.00,$0.00,7/16/2013,,8/2/2013,$0.00,"Smith, Jefferson R.",15628,60002,False,176303,176303,Web Reporter 2.0,8/2/2013
$275.00,,2013-07-17T10:22:17.613,275.0,71,7/15/2013,"$6,775.12",Jefferson R.,$275.00,"$7,074.12",Bank Report (Days 1-15),$574.00,D,$0.00,$0.00,2013,$574.00,7/1/13 - 7/15/13,$0.00,False,,$0.00,$0.00,7/1/2013,,7/17/2013,$0.00,"Smith, Jefferson R.",15628,60002,False,174749,174749,Web Reporter 2.0,7/17/2013
"$2,571.66",,2013-07-09T11:03:28.683,2571.66,71,6/15/2013,"$2,796.66",Jefferson R.,"$2,571.66",$250.00,Bank Report (Days 1-15),$25.00,D,$0.00,$0.00,2013,$25.00,6/1/13 - 6/15/13,$0.00,False,,$0.00,$0.00,6/1/2013,,7/9/2013,$0.00,"Smith, Jefferson R.",15628,60002,False,174080,174080,Web Reporter 2.0,7/9/2013
"$4,302.47",,2013-07-09T11:03:22.34,4302.47,72,6/30/2013,"$7,074.12",Jefferson R.,"$4,302.47","$2,796.66",Bank Report (Days 16-End),$25.01,D,$0.00,$0.00,2013,$25.01,6/16/13 - 6/30/13,$0.00,False,,$0.00,$0.00,6/16/2013,,7/9/2013,$0.00,"Smith, Jefferson R.",15628,60002,False,174079,174079,Web Reporter 2.0,7/9/2013
$250.00,,2013-07-09T11:03:11.51,250.0,72,5/31/2013,$250.00,Jefferson R.,$250.00,$0.00,Bank Report (Days 16-End),$0.00,D,$0.00,$0.00,2013,$0.00,5/16/13 - 5/31/13,$0.00,False,,$0.00,$0.00,5/16/2013,,7/9/2013,$0.00,"Smith, Jefferson R.",15628,60002,False,174078,174078,Web Reporter 2.0,7/9/2013
$0.00,,2003-12-19T12:10:58,0.0,71,12/15/2003,$0.00,Laurie,$0.00,"$2,506.14",Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2003,"$2,506.14",12/1/03 - 12/15/03,$0.00,False,,$0.00,$0.00,12/1/2003,,12/19/2003,$0.00,"Taymor-Berry, Laurie",14094,60002,False,15980,15980,Bank Reporter 1.0,12/19/2003
$0.00,,2003-12-04T14:46:37,0.0,72,11/30/2003,"$2,506.14",Laurie,$0.00,"$3,162.47",Bank Report (Days 16-End),$0.00,D,$0.00,$0.00,2003,$656.33,11/16/03 - 11/30/03,$0.00,False,,$0.00,$0.00,11/16/2003,,12/4/2003,$0.00,"Taymor-Berry, Laurie",14094,60002,False,15713,15713,Bank Reporter 1.0,12/4/2003
$485.00,,2003-11-20T11:33:51,485.0,71,11/15/2003,"$3,162.47",Laurie,$0.00,"$5,053.85",Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2003,"$2,376.38",11/1/03 - 11/15/03,$0.00,False,,$0.00,$0.00,11/1/2003,,11/20/2003,$0.00,"Taymor-Berry, Laurie",14094,60002,False,15429,15429,Bank Reporter 1.0,11/20/2003
$0.00,,2003-11-05T15:10:33,0.0,72,10/31/2003,"$5,053.85",Laurie,$0.00,"$5,496.21",Bank Report (Days 16-End),$0.00,D,$0.00,$0.00,2003,$442.36,10/16/03 - 10/31/03,$0.00,False,,$0.00,$0.00,10/16/2003,,11/5/2003,$0.00,"Taymor-Berry, Laurie",14094,60002,False,15279,15279,Bank Reporter 1.0,11/5/2003
"$1,920.00",,2003-10-20T10:33:07,1920.0,71,10/15/2003,"$5,496.21",Laurie,$0.00,"$5,460.85",Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2003,"$1,884.64",10/1/03 - 10/15/03,$0.00,False,,$0.00,$0.00,10/1/2003,,10/20/2003,$0.00,"Taymor-Berry, Laurie",14094,60002,False,15048,15048,Bank Reporter 1.0,10/20/2003
"$5,595.00",,2003-10-03T14:34:27,5595.0,72,9/30/2003,"$5,460.85",Laurie,$0.00,$661.42,Bank Report (Days 16-End),$0.00,D,$0.00,$0.00,2003,$795.57,9/16/03 - 9/30/03,$0.00,False,,$0.00,$0.00,9/16/2003,,10/3/2003,$0.00,"Taymor-Berry, Laurie",14094,60002,False,14842,14842,Bank Reporter 1.0,10/3/2003
